date,time,currency,impact,event
Mar 10,6:01pm,GBP,yellow,BRC Retail Sales Monitor y/y
Mar 10,6:30pm,AUD,yellow,NAB Business Confidence
Mar 10,11:58pm,JPY,yellow,Prelim Machine Tool Orders y/y
Mar 11,All Day,EUR,yellow,ECOFIN Meetings
Mar 11,4:00am,USD,yellow,NFIB Small Business Index
Mar 11,7:30am,GBP,yellow,CB Leading Index m/m
Mar 11,8:00am,USD,red,JOLTS Job Openings
Mar 11,3:00pm,USD,orange,President Trump Speaks
Mar 11,5:50pm,JPY,yellow,BSI Manufacturing Index
Mar 11,5:50pm,JPY,yellow,PPI y/y
Mar 12,2:45am,EUR,orange,ECB President Lagarde Speaks
Mar 12,4:09am,GBP,yellow,10-y Bond Auction
Mar 12,4:31am,EUR,yellow,German 10-y Bond Auction
Mar 12,6:30am,USD,red,Core CPI m/m
Mar 12,6:30am,USD,red,CPI m/m
Mar 12,6:30am,USD,red,CPI y/y
Mar 12,7:45am,CAD,red,BOC Rate Statement
Mar 12,7:45am,CAD,red,Overnight Rate
Mar 12,7:45am,EUR,yellow,German Buba President Nagel Speaks
Mar 12,8:30am,CAD,red,BOC Press Conference
Mar 12,8:30am,USD,yellow,Crude Oil Inventories
Mar 12,11:01am,USD,yellow,10-y Bond Auction
Mar 12,12:00pm,USD,yellow,Federal Budget Balance
Mar 12,3:45pm,NZD,yellow,Visitor Arrivals m/m
Mar 12,6:00pm,AUD,yellow,MI Inflation Expectations
Mar 12,6:01pm,GBP,yellow,RICS House Price Balance
Mar 13,1:30am,CHF,yellow,PPI m/m
Mar 13,3:00am,EUR,yellow,Italian Quarterly Unemployment Rate
Mar 13,4:00am,EUR,yellow,Industrial Production m/m
Mar 13,6:30am,CAD,yellow,Building Permits m/m
Mar 13,6:30am,USD,red,Core PPI m/m
Mar 13,6:30am,USD,red,PPI m/m
Mar 13,6:30am,USD,red,Unemployment Claims
Mar 13,8:30am,USD,yellow,Natural Gas Storage
Mar 13,11:01am,USD,yellow,30-y Bond Auction
Mar 13,11:30am,EUR,yellow,German Buba President Nagel Speaks
Mar 13,3:30pm,NZD,yellow,BusinessNZ Manufacturing Index
Mar 13,3:45pm,NZD,yellow,FPI m/m
Mar 14,1:00am,EUR,yellow,German Final CPI m/m
Mar 14,1:00am,EUR,yellow,German WPI m/m
Mar 14,1:00am,GBP,red,GDP m/m
Mar 14,1:00am,GBP,yellow,Construction Output m/m
Mar 14,1:00am,GBP,yellow,Index of Services 3m/3m
Mar 14,1:00am,GBP,yellow,Industrial Production m/m
Mar 14,1:00am,GBP,yellow,Manufacturing Production m/m
Mar 14,1:45am,EUR,yellow,French Final CPI m/m
Mar 14,3:00am,EUR,yellow,Italian Industrial Production m/m
Mar 14,3:03am,CNY,orange,New Loans
Mar 14,3:03am,CNY,yellow,M2 Money Supply y/y
Mar 14,3:30am,GBP,yellow,Consumer Inflation Expectations
Mar 14,4:27am,GBP,yellow,NIESR GDP Estimate
Mar 14,6:30am,CAD,yellow,Manufacturing Sales m/m
Mar 14,6:30am,CAD,yellow,Wholesale Sales m/m
Mar 14,8:00am,USD,red,Prelim UoM Consumer Sentiment
Mar 14,8:00am,USD,red,Prelim UoM Inflation Expectations
Mar 14,1:00pm,USD,orange,President Trump Speaks
Mar 16,3:30pm,NZD,yellow,BusinessNZ Services Index
Mar 16,6:01pm,GBP,yellow,Rightmove HPI m/m
Mar 16,7:30pm,CNY,yellow,New Home Prices m/m
Mar 16,8:00pm,CNY,orange,Industrial Production y/y
Mar 16,8:00pm,CNY,orange,Retail Sales y/y
Mar 16,8:00pm,CNY,yellow,Fixed Asset Investment ytd/y
Mar 16,8:00pm,CNY,yellow,NBS Press Conference
Mar 16,8:00pm,CNY,yellow,Unemployment Rate
Mar 17,5:00am,EUR,yellow,German Buba Monthly Report
Mar 17,6:15am,CAD,yellow,Housing Starts
Mar 17,6:30am,CAD,yellow,Foreign Securities Purchases
Mar 17,6:30am,USD,red,Core Retail Sales m/m
Mar 17,6:30am,USD,red,Retail Sales m/m
Mar 17,6:30am,USD,orange,Empire State Manufacturing Index
Mar 17,8:00am,USD,yellow,Business Inventories m/m
Mar 17,8:00am,USD,yellow,NAHB Housing Market Index
Mar 17,5:15pm,AUD,yellow,RBA Assist Gov Hunter Speaks
Mar 17,10:30pm,JPY,yellow,Tertiary Industry Activity m/m
Mar 18,2:00am,CHF,yellow,SECO Economic Forecasts
Mar 18,3:00am,EUR,yellow,Italian Trade Balance
Mar 18,4:00am,EUR,orange,German ZEW Economic Sentiment
Mar 18,4:00am,EUR,yellow,Trade Balance
Mar 18,4:00am,EUR,yellow,ZEW Economic Sentiment
Mar 18,6:30am,CAD,red,CPI m/m
Mar 18,6:30am,CAD,red,Median CPI y/y
Mar 18,6:30am,CAD,red,Trimmed CPI y/y
Mar 18,6:30am,CAD,orange,Common CPI y/y
Mar 18,6:30am,CAD,yellow,Core CPI m/m
Mar 18,6:30am,USD,yellow,Building Permits
Mar 18,6:30am,USD,yellow,Housing Starts
Mar 18,6:30am,USD,yellow,Import Prices m/m
Mar 18,7:15am,USD,yellow,Capacity Utilization Rate
Mar 18,7:15am,USD,yellow,Industrial Production m/m
Mar 18,8:30am,AUD,yellow,CB Leading Index m/m
Mar 18,Tentative,NZD,yellow,GDT Price Index
Mar 18,2:00pm,NZD,yellow,Westpac Consumer Sentiment
Mar 18,3:45pm,NZD,yellow,Current Account
Mar 18,5:30pm,AUD,yellow,MI Leading Index m/m
Mar 18,5:50pm,JPY,yellow,Core Machinery Orders m/m
Mar 18,5:50pm,JPY,yellow,Trade Balance
Mar 18,Tentative,JPY,red,BOJ Policy Rate
Mar 18,Tentative,JPY,red,Monetary Policy Statement
Mar 18,10:30pm,JPY,yellow,Revised Industrial Production m/m
Mar 18,Tentative,JPY,red,BOJ Press Conference
Mar 19,Tentative,CNY,yellow,Foreign Direct Investment ytd/y
Mar 19,Tentative,EUR,yellow,German 30-y Bond Auction
Mar 19,4:00am,EUR,yellow,Final Core CPI y/y
Mar 19,4:00am,EUR,yellow,Final CPI y/y
Mar 19,8:30am,USD,yellow,Crude Oil Inventories
Mar 19,12:00pm,USD,red,Federal Funds Rate
Mar 19,12:00pm,USD,red,FOMC Economic Projections
Mar 19,12:00pm,USD,red,FOMC Statement
Mar 19,12:30pm,USD,red,FOMC Press Conference
Mar 19,2:00pm,USD,yellow,TIC Long-Term Purchases
Mar 19,3:45pm,NZD,red,GDP q/q
Mar 19,All Day,JPY,gray,Bank Holiday
Mar 19,6:30pm,AUD,red,Employment Change
Mar 19,6:30pm,AUD,red,Unemployment Rate
Mar 19,7:00pm,CNY,orange,1-y Loan Prime Rate
Mar 19,7:00pm,CNY,orange,5-y Loan Prime Rate
Mar 20,1:00am,CHF,yellow,Trade Balance
Mar 20,1:00am,EUR,yellow,German PPI m/m
Mar 20,1:00am,GBP,red,Claimant Count Change
Mar 20,1:00am,GBP,orange,Average Earnings Index 3m/y
Mar 20,1:00am,GBP,yellow,Unemployment Rate
Mar 20,2:00am,EUR,orange,ECB President Lagarde Speaks
Mar 20,2:30am,CHF,red,SNB Monetary Policy Assessment
Mar 20,2:30am,CHF,red,SNB Policy Rate
Mar 20,3:00am,CHF,red,SNB Press Conference
Mar 20,3:00am,EUR,yellow,ECB Economic Bulletin
Mar 20,Tentative,EUR,yellow,Spanish 10-y Bond Auction
Mar 20,5:00am,GBP,yellow,CBI Industrial Order Expectations
Mar 20,6:00am,GBP,red,Monetary Policy Summary
Mar 20,6:00am,GBP,red,MPC Official Bank Rate Votes
Mar 20,6:00am,GBP,red,Official Bank Rate
Mar 20,Tentative,GBP,yellow,BOE Inflation Letter
Mar 20,6:30am,CAD,yellow,IPPI m/m
Mar 20,6:30am,CAD,yellow,RMPI m/m
Mar 20,6:30am,GBP,red,BOE Gov Bailey Speaks
Mar 20,6:30am,USD,red,Unemployment Claims
Mar 20,6:30am,USD,orange,Philly Fed Manufacturing Index
Mar 20,6:30am,USD,yellow,Current Account
Mar 20,8:00am,USD,orange,Existing Home Sales
Mar 20,8:00am,USD,yellow,CB Leading Index m/m
Mar 20,8:30am,USD,yellow,Natural Gas Storage
Mar 20,10:50am,CAD,red,BOC Gov Macklem Speaks
Mar 20,3:45pm,NZD,yellow,Trade Balance
Mar 20,5:30pm,JPY,yellow,National Core CPI y/y
Mar 20,6:01pm,GBP,yellow,GfK Consumer Confidence
Mar 20,8:00pm,NZD,yellow,Credit Card Spending y/y
Mar 21,1:00am,GBP,yellow,Public Sector Net Borrowing
Mar 21,3:00am,EUR,yellow,Current Account
Mar 21,6:30am,CAD,red,Core Retail Sales m/m
Mar 21,6:30am,CAD,red,Retail Sales m/m
Mar 21,6:30am,CAD,yellow,NHPI m/m
Mar 21,7:05am,USD,yellow,FOMC Member Williams Speaks
Mar 21,9:00am,EUR,yellow,Consumer Confidence
Mar 23,4:00pm,AUD,yellow,Flash Manufacturing PMI
Mar 23,4:00pm,AUD,yellow,Flash Services PMI
Mar 23,6:30pm,JPY,yellow,Flash Manufacturing PMI
Mar 24,2:15am,EUR,red,French Flash Manufacturing PMI
Mar 24,2:15am,EUR,red,French Flash Services PMI
Mar 24,2:30am,EUR,red,German Flash Manufacturing PMI
Mar 24,2:30am,EUR,red,German Flash Services PMI
Mar 24,3:00am,EUR,orange,Flash Manufacturing PMI
Mar 24,3:00am,EUR,orange,Flash Services PMI
Mar 24,3:30am,GBP,red,Flash Manufacturing PMI
Mar 24,3:30am,GBP,red,Flash Services PMI
Mar 24,Tentative,GBP,yellow,BOE Quarterly Bulletin
Mar 24,7:45am,USD,red,Flash Manufacturing PMI
Mar 24,7:45am,USD,red,Flash Services PMI
Mar 24,5:50pm,JPY,yellow,Monetary Policy Meeting Minutes
Mar 24,11:00pm,JPY,yellow,BOJ Core CPI y/y
Mar 25,3:00am,EUR,orange,German ifo Business Climate
Mar 25,Tentative,GBP,yellow,30-y Bond Auction
Mar 25,5:00am,GBP,yellow,CBI Realized Sales
Mar 25,7:00am,USD,orange,S&P/CS Composite-20 HPI y/y
Mar 25,7:00am,USD,yellow,HPI m/m
Mar 25,8:00am,EUR,yellow,Belgian NBB Business Climate
Mar 25,8:00am,USD,orange,CB Consumer Confidence
Mar 25,8:00am,USD,orange,New Home Sales
Mar 25,8:00am,USD,orange,Richmond Manufacturing Index
Mar 25,5:50pm,JPY,yellow,SPPI y/y
Mar 25,6:30pm,AUD,red,CPI y/y
Mar 26,1:00am,GBP,red,CPI y/y
Mar 26,1:00am,GBP,yellow,Core CPI y/y
Mar 26,1:00am,GBP,yellow,PPI Input m/m
Mar 26,1:00am,GBP,yellow,PPI Output m/m
Mar 26,1:00am,GBP,yellow,RPI y/y
Mar 26,3:00am,CHF,yellow,UBS Economic Expectations
Mar 26,3:30am,GBP,yellow,HPI y/y
Mar 26,Tentative,GBP,red,Annual Budget Release
Mar 26,6:30am,USD,orange,Core Durable Goods Orders m/m
Mar 26,6:30am,USD,orange,Durable Goods Orders m/m
Mar 26,7:00am,CNY,yellow,CB Leading Index m/m
Mar 26,8:00am,CHF,yellow,SNB Quarterly Bulletin
Mar 26,8:30am,USD,yellow,Crude Oil Inventories
Mar 26,11:30am,CAD,yellow,BOC Summary of Deliberations
Mar 27,1:00am,GBP,yellow,Nationwide HPI m/m
Mar 27,3:00am,EUR,yellow,M3 Money Supply y/y
Mar 27,3:00am,EUR,yellow,Private Loans y/y
Mar 27,Tentative,EUR,yellow,EU Economic Forecasts
Mar 27,All Day,EUR,yellow,Italian 10-y Bond Auction
Mar 27,6:30am,USD,red,Unemployment Claims
Mar 27,6:30am,USD,yellow,Goods Trade Balance
Mar 27,6:30am,USD,yellow,Prelim Wholesale Inventories m/m
Mar 27,8:00am,USD,orange,Pending Home Sales m/m
Mar 27,8:30am,USD,yellow,Natural Gas Storage
Mar 27,5:30pm,JPY,orange,Tokyo Core CPI y/y
Mar 27,5:50pm,JPY,yellow,BOJ Summary of Opinions
Mar 28,1:00am,EUR,yellow,German GfK Consumer Climate
Mar 28,1:00am,GBP,red,Retail Sales m/m
Mar 28,1:00am,GBP,yellow,Current Account
Mar 28,1:00am,GBP,yellow,Final GDP q/q
Mar 28,1:00am,GBP,yellow,Goods Trade Balance
Mar 28,1:00am,GBP,yellow,Revised Business Investment q/q
Mar 28,1:45am,EUR,yellow,French Consumer Spending m/m
Mar 28,1:45am,EUR,yellow,French Prelim CPI m/m
Mar 28,2:00am,CHF,yellow,KOF Economic Barometer
Mar 28,2:00am,EUR,orange,Spanish Flash CPI y/y
Mar 28,2:55am,EUR,yellow,German Unemployment Change
Mar 28,6:30am,CAD,red,GDP m/m
Mar 28,6:30am,USD,red,Core PCE Price Index m/m
Mar 28,6:30am,USD,red,Final GDP q/q
Mar 28,6:30am,USD,orange,Final GDP Price Index q/q
Mar 28,6:30am,USD,yellow,Personal Income m/m
Mar 28,6:30am,USD,yellow,Personal Spending m/m
Mar 28,8:00am,USD,orange,Revised UoM Consumer Sentiment
Mar 28,8:00am,USD,yellow,Revised UoM Inflation Expectations
Mar 29,7:00pm,CHF,gray,Daylight Saving Time Shift
Mar 29,7:00pm,EUR,gray,Daylight Saving Time Shift
Mar 29,7:00pm,GBP,gray,Daylight Saving Time Shift
Mar 30,5:50pm,JPY,yellow,Prelim Industrial Production m/m
Mar 30,5:50pm,JPY,yellow,Retail Sales y/y
Mar 30,6:00pm,AUD,yellow,MI Inflation Gauge m/m
Mar 30,6:00pm,NZD,yellow,ANZ Business Confidence
Mar 30,6:30pm,AUD,yellow,Private Sector Credit m/m
Mar 30,7:30pm,CNY,red,Manufacturing PMI
Mar 30,7:30pm,CNY,orange,Non-Manufacturing PMI
Mar 30,11:00pm,JPY,yellow,Housing Starts y/y
Mar 31,12:00am,EUR,yellow,German Import Prices m/m
Mar 31,12:00am,EUR,yellow,German Retail Sales m/m
Mar 31,12:29am,EUR,red,German Prelim CPI m/m
Mar 31,2:30am,GBP,yellow,M4 Money Supply m/m
Mar 31,2:30am,GBP,yellow,Mortgage Approvals
Mar 31,2:30am,GBP,yellow,Net Lending to Individuals m/m
Mar 31,3:00am,EUR,yellow,Italian Prelim CPI m/m
Mar 31,7:45am,USD,orange,Chicago PMI
Mar 31,5:01pm,GBP,yellow,BRC Shop Price Index y/y
Mar 31,5:30pm,JPY,yellow,Unemployment Rate
Mar 31,5:50pm,JPY,yellow,Tankan Manufacturing Index
Mar 31,5:50pm,JPY,yellow,Tankan Non-Manufacturing Index
Mar 31,6:30pm,AUD,orange,Retail Sales m/m
Mar 31,6:30pm,JPY,yellow,Final Manufacturing PMI
Mar 31,7:45pm,CNY,yellow,Caixin Manufacturing PMI
Mar 31,9:30pm,AUD,red,Cash Rate
Mar 31,9:30pm,AUD,red,RBA Rate Statement
Mar 31,10:30pm,AUD,orange,RBA Press Conference
