date,time,currency,impact,event
Aug 4,7:45pm,CNY,yellow,Caixin Services PMI
Aug 4,9:35pm,JPY,yellow,10-y Bond Auction
Aug 5,12:45am,EUR,yellow,French Gov Budget Balance
Aug 5,12:45am,EUR,yellow,French Industrial Production m/m
Aug 5,1:15am,EUR,yellow,Spanish Services PMI
Aug 5,1:45am,EUR,yellow,Italian Services PMI
Aug 5,1:50am,EUR,yellow,French Final Services PMI
Aug 5,1:55am,EUR,yellow,German Final Services PMI
Aug 5,2:00am,EUR,yellow,Final Services PMI
Aug 5,2:30am,GBP,yellow,Final Services PMI
Aug 5,3:00am,EUR,yellow,PPI m/m
Aug 5,3:02am,GBP,yellow,10-y Bond Auction
Aug 5,6:00am,USD,orange,President Trump Speaks
Aug 5,6:30am,CAD,yellow,Trade Balance
Aug 5,6:30am,USD,yellow,Trade Balance
Aug 5,7:45am,USD,yellow,Final Services PMI
Aug 5,8:00am,USD,red,ISM Services PMI
Aug 5,8:01am,USD,yellow,RCM/TIPP Economic Optimism
Aug 5,9:29am,NZD,yellow,GDT Price Index
Aug 5,2:30pm,USD,yellow,API Weekly Statistical Bulletin
Aug 5,4:45pm,NZD,red,Employment Change q/q
Aug 5,4:45pm,NZD,red,Unemployment Rate
Aug 5,4:45pm,NZD,yellow,Labor Cost Index q/q
Aug 5,5:30pm,JPY,yellow,Average Cash Earnings y/y
Aug 6,12:00am,EUR,yellow,German Factory Orders m/m
Aug 6,12:45am,EUR,yellow,French Prelim Private Payrolls q/q
Aug 6,2:00am,EUR,yellow,Italian Industrial Production m/m
Aug 6,2:30am,GBP,yellow,Construction PMI
Aug 6,3:00am,EUR,yellow,Retail Sales m/m
Aug 6,8:30am,USD,yellow,Crude Oil Inventories
Aug 6,11:01am,USD,yellow,10-y Bond Auction
Aug 6,12:00pm,USD,yellow,FOMC Member Collins Speaks
Aug 6,12:00pm,USD,yellow,FOMC Member Cook Speaks
Aug 6,2:10pm,USD,yellow,FOMC Member Daly Speaks
Aug 6,7:30pm,AUD,yellow,Goods Trade Balance
Aug 6,9:00pm,NZD,orange,Inflation Expectations q/q
Aug 6,9:01pm,CNY,yellow,Trade Balance
Aug 6,9:02pm,CNY,yellow,USD-Denominated Trade Balance
Aug 6,9:35pm,JPY,yellow,30-y Bond Auction
Aug 6,11:00pm,JPY,yellow,Leading Indicators
Aug 7,12:00am,EUR,yellow,German Industrial Production m/m
Aug 7,12:00am,EUR,yellow,German Trade Balance
Aug 7,12:00am,GBP,yellow,Halifax HPI m/m
Aug 7,12:45am,EUR,yellow,French Trade Balance
Aug 7,1:00am,CHF,yellow,Foreign Currency Reserves
Aug 7,1:00am,CHF,yellow,Unemployment Rate
Aug 7,2:00am,EUR,yellow,ECB Economic Bulletin
Aug 7,2:45am,EUR,yellow,Spanish 10-y Bond Auction
Aug 7,2:58am,EUR,yellow,French 10-y Bond Auction
Aug 7,5:00am,GBP,red,BOE Monetary Policy Report
Aug 7,5:00am,GBP,red,Monetary Policy Summary
Aug 7,5:00am,GBP,red,MPC Official Bank Rate Votes
Aug 7,5:00am,GBP,red,Official Bank Rate
Aug 7,5:30am,GBP,red,BOE Gov Bailey Speaks
Aug 7,6:30am,USD,red,Unemployment Claims
Aug 7,6:30am,USD,yellow,Prelim Nonfarm Productivity q/q
Aug 7,6:30am,USD,yellow,Prelim Unit Labor Costs q/q
Aug 7,8:00am,CAD,orange,Ivey PMI
Aug 7,8:00am,USD,yellow,Final Wholesale Inventories m/m
Aug 7,8:00am,USD,yellow,FOMC Member Bostic Speaks
Aug 7,8:30am,USD,yellow,Natural Gas Storage
Aug 7,11:01am,USD,yellow,30-y Bond Auction
Aug 7,1:00pm,USD,yellow,Consumer Credit m/m
Aug 7,2:00pm,USD,orange,President Trump Speaks
Aug 7,5:30pm,JPY,yellow,Household Spending y/y
Aug 7,5:50pm,JPY,yellow,Bank Lending y/y
Aug 7,5:50pm,JPY,yellow,BOJ Summary of Opinions
Aug 7,5:50pm,JPY,yellow,Current Account
Aug 7,11:00pm,JPY,yellow,Economy Watchers Sentiment
Aug 8,1:00am,CHF,yellow,SECO Consumer Climate
Aug 8,5:15am,GBP,yellow,MPC Member Pill Speaks
Aug 8,6:30am,CAD,red,Employment Change
Aug 8,6:30am,CAD,red,Unemployment Rate
Aug 8,8:20am,USD,yellow,FOMC Member Musalem Speaks
Aug 8,7:30pm,CNY,orange,CPI y/y
Aug 8,7:30pm,CNY,orange,PPI y/y
Aug 9,10:15am,USD,yellow,FOMC Member Bowman Speaks
Aug 10,All Day,JPY,gray,Bank Holiday
Aug 11,3:00am,EUR,yellow,Italian Trade Balance
Aug 11,7:35am,USD,yellow,Cleveland Fed Inflation Expectations
Aug 11,8:00am,USD,orange,President Trump Speaks
Aug 11,5:01pm,GBP,yellow,BRC Retail Sales Monitor y/y
Aug 11,5:50pm,JPY,yellow,M2 Money Stock y/y
Aug 11,7:30pm,AUD,yellow,NAB Business Confidence
Aug 11,10:30pm,AUD,red,Cash Rate
Aug 11,10:30pm,AUD,red,RBA Monetary Policy Statement
Aug 11,10:30pm,AUD,red,RBA Rate Statement
Aug 11,11:30pm,AUD,red,RBA Press Conference
Aug 12,12:00am,GBP,orange,Average Earnings Index 3m/y
Aug 12,12:00am,GBP,orange,Claimant Count Change
Aug 12,12:00am,GBP,yellow,Unemployment Rate
Aug 12,3:00am,EUR,orange,German ZEW Economic Sentiment
Aug 12,3:00am,EUR,yellow,ZEW Economic Sentiment
Aug 12,4:00am,USD,yellow,NFIB Small Business Index
Aug 12,6:30am,CAD,yellow,Building Permits m/m
Aug 12,6:30am,USD,red,Core CPI m/m
Aug 12,6:30am,USD,red,CPI m/m
Aug 12,6:30am,USD,red,CPI y/y
Aug 12,8:00am,USD,yellow,FOMC Member Barkin Speaks
Aug 12,8:30am,USD,yellow,FOMC Member Schmid Speaks
Aug 12,12:00pm,USD,yellow,Federal Budget Balance
Aug 12,2:30pm,USD,yellow,API Weekly Statistical Bulletin
Aug 12,5:50pm,JPY,yellow,PPI y/y
Aug 12,7:30pm,AUD,red,Wage Price Index q/q
Aug 12,11:56pm,JPY,yellow,Prelim Machine Tool Orders y/y
Aug 13,12:00am,EUR,yellow,German Final CPI m/m
Aug 13,12:00am,EUR,yellow,German WPI m/m
Aug 13,3:02am,CNY,yellow,M2 Money Supply y/y
Aug 13,3:03am,CNY,orange,New Loans
Aug 13,3:33am,EUR,yellow,German 10-y Bond Auction
Aug 13,6:00am,USD,yellow,FOMC Member Barkin Speaks
Aug 13,8:30am,USD,yellow,Crude Oil Inventories
Aug 13,9:15am,USD,orange,President Trump Speaks
Aug 13,11:00am,USD,yellow,FOMC Member Goolsbee Speaks
Aug 13,11:30am,CAD,yellow,BOC Summary of Deliberations
Aug 13,11:30am,USD,yellow,FOMC Member Bostic Speaks
Aug 13,5:01pm,GBP,yellow,RICS House Price Balance
Aug 13,7:30pm,AUD,red,Employment Change
Aug 13,7:30pm,AUD,red,Unemployment Rate
Aug 14,12:00am,GBP,red,GDP m/m
Aug 14,12:00am,GBP,orange,Prelim GDP q/q
Aug 14,12:00am,GBP,yellow,Construction Output m/m
Aug 14,12:00am,GBP,yellow,Goods Trade Balance
Aug 14,12:00am,GBP,yellow,Index of Services 3m/3m
Aug 14,12:00am,GBP,yellow,Industrial Production m/m
Aug 14,12:00am,GBP,yellow,Manufacturing Production m/m
Aug 14,12:00am,GBP,yellow,Prelim Business Investment q/q
Aug 14,12:30am,CHF,yellow,PPI m/m
Aug 14,12:45am,EUR,yellow,French Final CPI m/m
Aug 14,3:00am,EUR,yellow,Flash Employment Change q/q
Aug 14,3:00am,EUR,yellow,Flash GDP q/q
Aug 14,3:00am,EUR,yellow,Industrial Production m/m
Aug 14,All Day,EUR,yellow,Eurogroup Meetings
Aug 14,6:30am,USD,red,Core PPI m/m
Aug 14,6:30am,USD,red,PPI m/m
Aug 14,6:30am,USD,red,Unemployment Claims
Aug 14,7:30am,GBP,yellow,CB Leading Index m/m
Aug 14,8:10am,USD,yellow,FOMC Member Musalem Speaks
Aug 14,8:30am,AUD,yellow,CB Leading Index m/m
Aug 14,8:30am,USD,yellow,Natural Gas Storage
Aug 14,9:50am,USD,yellow,Mortgage Delinquencies
Aug 14,11:00am,USD,orange,President Trump Speaks
Aug 14,12:00pm,USD,yellow,FOMC Member Barkin Speaks
Aug 14,4:30pm,NZD,yellow,BusinessNZ Manufacturing Index
Aug 14,4:45pm,NZD,yellow,FPI m/m
Aug 14,4:45pm,NZD,yellow,Visitor Arrivals m/m
Aug 14,5:50pm,JPY,yellow,Prelim GDP Price Index y/y
Aug 14,5:50pm,JPY,yellow,Prelim GDP q/q
Aug 14,7:30pm,CNY,yellow,New Home Prices m/m
Aug 14,8:00pm,CNY,orange,Industrial Production y/y
Aug 14,8:00pm,CNY,orange,Retail Sales y/y
Aug 14,8:00pm,CNY,yellow,Fixed Asset Investment ytd/y
Aug 14,8:00pm,CNY,yellow,NBS Press Conference
Aug 14,8:00pm,CNY,yellow,Unemployment Rate
Aug 14,10:30pm,JPY,yellow,Revised Industrial Production m/m
Aug 15,All Day,EUR,gray,French Bank Holiday
Aug 15,All Day,EUR,gray,Italian Bank Holiday
Aug 15,All Day,EUR,yellow,ECOFIN Meetings
Aug 15,6:30am,CAD,yellow,Manufacturing Sales m/m
Aug 15,6:30am,CAD,yellow,Wholesale Sales m/m
Aug 15,6:30am,USD,red,Core Retail Sales m/m
Aug 15,6:30am,USD,red,Retail Sales m/m
Aug 15,6:30am,USD,orange,Empire State Manufacturing Index
Aug 15,6:30am,USD,yellow,Import Prices m/m
Aug 15,7:15am,USD,yellow,Capacity Utilization Rate
Aug 15,7:15am,USD,yellow,Industrial Production m/m
Aug 15,8:00am,USD,red,Prelim UoM Consumer Sentiment
Aug 15,8:00am,USD,red,Prelim UoM Inflation Expectations
Aug 15,8:00am,USD,yellow,Business Inventories m/m
Aug 15,2:00pm,USD,yellow,TIC Long-Term Purchases
Aug 17,4:30pm,NZD,yellow,BusinessNZ Services Index
Aug 17,5:01pm,GBP,yellow,Rightmove HPI m/m
Aug 17,10:30pm,JPY,yellow,Tertiary Industry Activity m/m
Aug 18,3:00am,EUR,yellow,Trade Balance
Aug 18,6:15am,CAD,yellow,Housing Starts
Aug 18,6:30am,CAD,yellow,Foreign Securities Purchases
Aug 18,8:00am,USD,yellow,NAHB Housing Market Index
Aug 18,4:45pm,NZD,yellow,PPI Input q/q
Aug 18,4:45pm,NZD,yellow,PPI Output q/q
Aug 18,6:30pm,AUD,yellow,Westpac Consumer Sentiment
Aug 19,Tentative,CNY,yellow,Foreign Direct Investment ytd/y
Aug 19,2:00am,EUR,yellow,Current Account
Aug 19,6:30am,CAD,red,CPI m/m
Aug 19,6:30am,CAD,red,Median CPI y/y
Aug 19,6:30am,CAD,red,Trimmed CPI y/y
Aug 19,6:30am,CAD,orange,Common CPI y/y
Aug 19,6:30am,CAD,yellow,Core CPI m/m
Aug 19,6:30am,USD,yellow,Building Permits
Aug 19,6:30am,USD,yellow,Housing Starts
Aug 19,Tentative,NZD,yellow,GDT Price Index
Aug 19,12:10pm,USD,yellow,FOMC Member Bowman Speaks
Aug 19,2:30pm,USD,yellow,API Weekly Statistical Bulletin
Aug 19,5:50pm,JPY,yellow,Core Machinery Orders m/m
Aug 19,5:50pm,JPY,yellow,Trade Balance
Aug 19,7:00pm,CNY,orange,1-y Loan Prime Rate
Aug 19,7:00pm,CNY,orange,5-y Loan Prime Rate
Aug 19,8:00pm,NZD,red,Official Cash Rate
Aug 19,8:00pm,NZD,red,RBNZ Monetary Policy Statement
Aug 19,8:00pm,NZD,red,RBNZ Rate Statement
Aug 19,9:00pm,NZD,red,RBNZ Press Conference
Aug 20,12:00am,EUR,yellow,German PPI m/m
Aug 20,12:00am,GBP,red,CPI y/y
Aug 20,12:00am,GBP,yellow,Core CPI y/y
Aug 20,12:00am,GBP,yellow,RPI y/y
Aug 20,2:30am,GBP,yellow,HPI y/y
Aug 20,3:00am,EUR,yellow,Final Core CPI y/y
Aug 20,3:00am,EUR,yellow,Final CPI y/y
Aug 20,Tentative,EUR,yellow,German 30-y Bond Auction
Aug 20,6:30am,CAD,yellow,NHPI m/m
Aug 20,8:30am,USD,yellow,Crude Oil Inventories
Aug 20,9:00am,USD,orange,FOMC Member Waller Speaks
Aug 20,12:00pm,USD,red,FOMC Meeting Minutes
Aug 20,1:00pm,USD,yellow,FOMC Member Bostic Speaks
Aug 20,4:45pm,NZD,yellow,Trade Balance
Aug 20,5:00pm,AUD,yellow,Flash Manufacturing PMI
Aug 20,5:00pm,AUD,yellow,Flash Services PMI
Aug 20,6:30pm,JPY,yellow,Flash Manufacturing PMI
Aug 20,7:00pm,AUD,yellow,MI Inflation Expectations
Aug 20,9:00pm,NZD,yellow,Credit Card Spending y/y
Aug 21,12:00am,CHF,yellow,Trade Balance
Aug 21,12:00am,GBP,yellow,Public Sector Net Borrowing
Aug 21,1:15am,EUR,orange,French Flash Manufacturing PMI
Aug 21,1:15am,EUR,orange,French Flash Services PMI
Aug 21,1:30am,EUR,red,German Flash Manufacturing PMI
Aug 21,1:30am,EUR,red,German Flash Services PMI
Aug 21,2:00am,EUR,orange,Flash Manufacturing PMI
Aug 21,2:00am,EUR,orange,Flash Services PMI
Aug 21,2:30am,GBP,red,Flash Manufacturing PMI
Aug 21,2:30am,GBP,red,Flash Services PMI
Aug 21,Tentative,EUR,yellow,French 10-y Bond Auction
Aug 21,4:00am,EUR,yellow,German Buba Monthly Report
Aug 21,4:00am,GBP,yellow,CBI Industrial Order Expectations
Aug 21,5:30am,USD,yellow,FOMC Member Bostic Speaks
Aug 21,6:30am,CAD,yellow,IPPI m/m
Aug 21,6:30am,CAD,yellow,RMPI m/m
Aug 21,6:30am,USD,red,Unemployment Claims
Aug 21,6:30am,USD,orange,Philly Fed Manufacturing Index
Aug 21,7:45am,USD,red,Flash Manufacturing PMI
Aug 21,7:45am,USD,red,Flash Services PMI
Aug 21,8:00am,EUR,yellow,Consumer Confidence
Aug 21,8:00am,USD,orange,Existing Home Sales
Aug 21,8:00am,USD,yellow,CB Leading Index m/m
Aug 21,8:30am,USD,yellow,Natural Gas Storage
Aug 21,9:45am,CHF,yellow,Gov Board Member Martin Speaks
Aug 21,Day 1,All,orange,Jackson Hole Symposium
Aug 21,5:01pm,GBP,yellow,GfK Consumer Confidence
Aug 21,5:30pm,JPY,yellow,National Core CPI y/y
Aug 22,12:00am,EUR,yellow,German Final GDP q/q
Aug 22,12:00am,GBP,orange,Retail Sales m/m
Aug 22,6:30am,CAD,orange,Core Retail Sales m/m
Aug 22,6:30am,CAD,orange,Retail Sales m/m
Aug 22,Day 2,All,red,Jackson Hole Symposium
Aug 23,Day 3,All,orange,Jackson Hole Symposium
Aug 23,10:25am,GBP,red,BOE Gov Bailey Speaks
Aug 24,4:45pm,NZD,orange,Retail Sales q/q
Aug 24,4:45pm,NZD,yellow,Core Retail Sales q/q
Aug 25,All Day,GBP,gray,Bank Holiday
Aug 25,2:00am,EUR,orange,German ifo Business Climate
Aug 25,6:30am,CAD,yellow,Corporate Profits q/q
Aug 25,7:00am,EUR,yellow,Belgian NBB Business Climate
Aug 25,8:00am,USD,orange,New Home Sales
Aug 25,5:01pm,GBP,yellow,BRC Shop Price Index y/y
Aug 25,5:50pm,JPY,yellow,SPPI y/y
Aug 25,7:30pm,AUD,yellow,Monetary Policy Meeting Minutes
Aug 25,11:00pm,JPY,yellow,BOJ Core CPI y/y
Aug 26,4:00am,GBP,yellow,CBI Realized Sales
Aug 26,6:30am,USD,orange,Core Durable Goods Orders m/m
Aug 26,6:30am,USD,orange,Durable Goods Orders m/m
Aug 26,7:00am,USD,yellow,HPI m/m
Aug 26,7:00am,USD,yellow,S&P/CS Composite-20 HPI y/y
Aug 26,8:00am,USD,orange,CB Consumer Confidence
Aug 26,8:00am,USD,orange,Richmond Manufacturing Index
Aug 26,2:30pm,USD,yellow,API Weekly Statistical Bulletin
Aug 26,6:30pm,AUD,yellow,MI Leading Index m/m
Aug 26,7:30pm,AUD,red,CPI y/y
Aug 26,7:30pm,AUD,yellow,Construction Work Done q/q
Aug 27,12:00am,EUR,yellow,German GfK Consumer Climate
Aug 27,2:00am,CHF,yellow,UBS Economic Expectations
Aug 27,7:00am,CNY,yellow,CB Leading Index m/m
Aug 27,8:30am,USD,yellow,Crude Oil Inventories
Aug 27,7:00pm,NZD,yellow,ANZ Business Confidence
Aug 27,7:30pm,AUD,yellow,Private Capital Expenditure q/q
Aug 28,12:00am,GBP,yellow,Nationwide HPI m/m
Aug 28,12:30am,CHF,yellow,Retail Sales y/y
Aug 28,1:00am,CHF,orange,GDP q/q
Aug 28,2:00am,EUR,yellow,M3 Money Supply y/y
Aug 28,2:00am,EUR,yellow,Private Loans y/y
Aug 28,5:30am,EUR,yellow,ECB Monetary Policy Meeting Accounts
Aug 28,6:30am,CAD,yellow,Current Account
Aug 28,6:30am,USD,red,Prelim GDP q/q
Aug 28,6:30am,USD,red,Unemployment Claims
Aug 28,6:30am,USD,orange,Prelim GDP Price Index q/q
Aug 28,8:00am,USD,orange,Pending Home Sales m/m
Aug 28,8:30am,USD,yellow,Natural Gas Storage
Aug 28,Tentative,CAD,yellow,Annual Budget Release
Aug 28,5:30pm,JPY,orange,Tokyo Core CPI y/y
Aug 28,5:30pm,JPY,yellow,Unemployment Rate
Aug 28,5:50pm,JPY,yellow,Prelim Industrial Production m/m
Aug 28,5:50pm,JPY,yellow,Retail Sales y/y
Aug 28,7:30pm,AUD,yellow,Private Sector Credit m/m
Aug 28,Tentative,NZD,yellow,RBNZ Statement of Intent
Aug 28,11:00pm,JPY,yellow,Consumer Confidence
Aug 28,11:00pm,JPY,yellow,Housing Starts y/y
Aug 29,12:00am,EUR,yellow,German Import Prices m/m
Aug 29,12:00am,EUR,yellow,German Retail Sales m/m
Aug 29,12:29am,EUR,orange,German Prelim CPI m/m
Aug 29,12:45am,EUR,yellow,French Consumer Spending m/m
Aug 29,12:45am,EUR,yellow,French Final Private Payrolls q/q
Aug 29,12:45am,EUR,yellow,French Prelim CPI m/m
Aug 29,12:45am,EUR,yellow,French Prelim GDP q/q
Aug 29,1:00am,CHF,yellow,KOF Economic Barometer
Aug 29,1:00am,EUR,orange,Spanish Flash CPI y/y
Aug 29,1:55am,EUR,yellow,German Unemployment Change
Aug 29,3:00am,EUR,yellow,Italian Prelim CPI m/m
Aug 29,6:30am,CAD,red,GDP m/m
Aug 29,6:30am,USD,red,Core PCE Price Index m/m
Aug 29,6:30am,USD,yellow,Goods Trade Balance
Aug 29,6:30am,USD,yellow,Personal Income m/m
Aug 29,6:30am,USD,yellow,Personal Spending m/m
Aug 29,6:30am,USD,yellow,Prelim Wholesale Inventories m/m
Aug 29,7:45am,USD,yellow,Chicago PMI
Aug 29,8:00am,USD,orange,Revised UoM Consumer Sentiment
Aug 29,8:00am,USD,yellow,Revised UoM Inflation Expectations
Aug 30,7:30pm,CNY,red,Manufacturing PMI
Aug 30,7:30pm,CNY,orange,Non-Manufacturing PMI
Aug 31,4:45pm,NZD,yellow,Building Consents m/m
Aug 31,5:50pm,JPY,yellow,Capital Spending q/y
Aug 31,6:30pm,JPY,yellow,Final Manufacturing PMI
Aug 31,7:00pm,AUD,yellow,MI Inflation Gauge m/m
Aug 31,7:30pm,AUD,orange,Retail Sales m/m
Aug 31,7:30pm,AUD,yellow,ANZ Job Advertisements m/m
Aug 31,7:30pm,AUD,yellow,Building Approvals m/m
Aug 31,7:30pm,AUD,yellow,Company Operating Profits q/q
Aug 31,7:45pm,CNY,yellow,Caixin Manufacturing PMI
