date,time,currency,impact,event
Sep 3,2:30pm,USD,yellow,API Weekly Statistical Bulletin
Sep 3,7:00pm,AUD,yellow,RBA Deputy Gov Hauser Speaks
Sep 3,7:30pm,AUD,yellow,Goods Trade Balance
Sep 3,7:30pm,AUD,yellow,Household Spending m/m
Sep 3,9:35pm,JPY,yellow,30-y Bond Auction
Sep 4,12:30am,CHF,red,CPI m/m
Sep 4,1:00am,CHF,yellow,Unemployment Rate
Sep 4,2:30am,GBP,yellow,Construction PMI
Sep 4,2:57am,EUR,yellow,French 10-y Bond Auction
Sep 4,3:00am,EUR,yellow,Retail Sales m/m
Sep 4,5:30am,USD,yellow,Challenger Job Cuts y/y
Sep 4,6:15am,USD,red,ADP Non-Farm Employment Change
Sep 4,6:30am,CAD,yellow,Trade Balance
Sep 4,6:30am,USD,red,Unemployment Claims
Sep 4,6:30am,USD,yellow,Revised Nonfarm Productivity q/q
Sep 4,6:30am,USD,yellow,Revised Unit Labor Costs q/q
Sep 4,6:30am,USD,yellow,Trade Balance
Sep 4,7:45am,USD,yellow,Final Services PMI
Sep 4,8:00am,USD,red,ISM Services PMI
Sep 4,8:30am,USD,yellow,Natural Gas Storage
Sep 4,10:00am,USD,yellow,Crude Oil Inventories
Sep 4,10:05am,USD,yellow,FOMC Member Williams Speaks
Sep 4,5:00pm,USD,yellow,FOMC Member Goolsbee Speaks
Sep 4,5:30pm,JPY,yellow,Average Cash Earnings y/y
Sep 4,5:30pm,JPY,yellow,Household Spending y/y
Sep 4,11:00pm,JPY,yellow,Leading Indicators
Sep 5,12:00am,EUR,yellow,German Factory Orders m/m
Sep 5,12:00am,GBP,orange,Retail Sales m/m
Sep 5,12:00am,GBP,yellow,Halifax HPI m/m
Sep 5,12:45am,EUR,yellow,French Trade Balance
Sep 5,12:59am,CHF,yellow,SECO Consumer Climate
Sep 5,1:00am,CHF,yellow,Foreign Currency Reserves
Sep 5,2:00am,EUR,yellow,Italian Retail Sales m/m
Sep 5,3:00am,EUR,yellow,Final Employment Change q/q
Sep 5,3:00am,EUR,yellow,Revised GDP q/q
Sep 5,6:30am,CAD,red,Employment Change
Sep 5,6:30am,CAD,red,Unemployment Rate
Sep 5,6:30am,USD,red,Average Hourly Earnings m/m
Sep 5,6:30am,USD,red,Non-Farm Employment Change
Sep 5,6:30am,USD,red,Unemployment Rate
Sep 5,8:00am,CAD,orange,Ivey PMI
Sep 5,2:00pm,USD,orange,President Trump Speaks
Sep 7,All Day,All,orange,OPEC-JMMC Meetings
Sep 7,5:50pm,JPY,yellow,Bank Lending y/y
Sep 7,5:50pm,JPY,yellow,Current Account
Sep 7,5:50pm,JPY,yellow,Final GDP Price Index y/y
Sep 7,5:50pm,JPY,yellow,Final GDP q/q
Sep 7,Tentative,CNY,yellow,Trade Balance
Sep 7,Tentative,CNY,yellow,USD-Denominated Trade Balance
Sep 7,11:00pm,JPY,yellow,Economy Watchers Sentiment
Sep 8,12:00am,EUR,yellow,German Industrial Production m/m
Sep 8,12:00am,EUR,yellow,German Trade Balance
Sep 8,2:30am,EUR,yellow,Sentix Investor Confidence
Sep 8,1:00pm,USD,yellow,Consumer Credit m/m
Sep 8,4:45pm,NZD,yellow,Manufacturing Sales q/q
Sep 8,5:01pm,GBP,yellow,BRC Retail Sales Monitor y/y
Sep 8,5:50pm,JPY,yellow,M2 Money Stock y/y
Sep 8,6:30pm,AUD,yellow,Westpac Consumer Sentiment
Sep 8,7:30pm,AUD,yellow,NAB Business Confidence
Sep 9,12:00am,JPY,yellow,Prelim Machine Tool Orders y/y
Sep 9,12:45am,EUR,yellow,French Industrial Production m/m
Sep 9,Tentative,CNY,orange,New Loans
Sep 9,Tentative,CNY,yellow,M2 Money Supply y/y
Sep 9,Tentative,EUR,yellow,German 10-y Bond Auction
Sep 9,4:00am,USD,yellow,NFIB Small Business Index
Sep 9,5:30am,EUR,yellow,German Buba President Nagel Speaks
Sep 9,5:50am,CHF,orange,SNB Chairman Schlegel Speaks
Sep 9,2:30pm,USD,yellow,API Weekly Statistical Bulletin
Sep 9,4:45pm,NZD,yellow,Visitor Arrivals m/m
Sep 9,7:30pm,CNY,orange,CPI y/y
Sep 9,7:30pm,CNY,orange,PPI y/y
Sep 10,2:00am,EUR,yellow,Italian Industrial Production m/m
Sep 10,5:45am,CHF,orange,SNB Chairman Schlegel Speaks
Sep 10,6:30am,USD,red,Core PPI m/m
Sep 10,6:30am,USD,red,PPI m/m
Sep 10,8:00am,USD,yellow,Final Wholesale Inventories m/m
Sep 10,8:30am,USD,yellow,Crude Oil Inventories
Sep 10,11:01am,USD,yellow,10-y Bond Auction
Sep 10,5:01pm,GBP,yellow,RICS House Price Balance
Sep 10,5:15pm,NZD,orange,RBNZ Gov Hawkesby Speaks
Sep 10,5:50pm,JPY,yellow,BSI Manufacturing Index
Sep 10,5:50pm,JPY,yellow,PPI y/y
Sep 10,7:00pm,AUD,yellow,MI Inflation Expectations
Sep 11,6:15am,EUR,red,Main Refinancing Rate
Sep 11,6:15am,EUR,red,Monetary Policy Statement
Sep 11,6:30am,USD,red,Core CPI m/m
Sep 11,6:30am,USD,red,CPI m/m
Sep 11,6:30am,USD,red,CPI y/y
Sep 11,6:30am,USD,red,Unemployment Claims
Sep 11,6:45am,EUR,red,ECB Press Conference
Sep 11,8:30am,USD,yellow,Natural Gas Storage
Sep 11,11:01am,USD,yellow,30-y Bond Auction
Sep 11,12:00pm,USD,yellow,Federal Budget Balance
Sep 11,4:30pm,NZD,yellow,BusinessNZ Manufacturing Index
Sep 11,10:30pm,JPY,yellow,Revised Industrial Production m/m
Sep 12,12:00am,EUR,yellow,German Final CPI m/m
Sep 12,12:00am,GBP,red,GDP m/m
Sep 12,12:00am,GBP,yellow,Construction Output m/m
Sep 12,12:00am,GBP,yellow,Goods Trade Balance
Sep 12,12:00am,GBP,yellow,Index of Services 3m/3m
Sep 12,12:00am,GBP,yellow,Industrial Production m/m
Sep 12,12:00am,GBP,yellow,Manufacturing Production m/m
Sep 12,12:45am,EUR,yellow,French Final CPI m/m
Sep 12,2:00am,EUR,yellow,Italian Quarterly Unemployment Rate
Sep 12,2:15am,EUR,yellow,German Buba President Nagel Speaks
Sep 12,2:30am,GBP,yellow,Consumer Inflation Expectations
Sep 12,6:30am,CAD,yellow,Building Permits m/m
Sep 12,6:30am,CAD,yellow,Capacity Utilization Rate
Sep 12,7:30am,GBP,yellow,CB Leading Index m/m
Sep 12,8:00am,USD,red,Prelim UoM Consumer Sentiment
Sep 12,8:00am,USD,red,Prelim UoM Inflation Expectations
Sep 14,4:30pm,NZD,yellow,BusinessNZ Services Index
Sep 14,All Day,JPY,gray,Bank Holiday
Sep 14,5:01pm,GBP,yellow,Rightmove HPI m/m
Sep 14,7:30pm,CNY,yellow,New Home Prices m/m
Sep 14,8:00pm,CNY,orange,Industrial Production y/y
Sep 14,8:00pm,CNY,orange,Retail Sales y/y
Sep 14,8:00pm,CNY,yellow,Fixed Asset Investment ytd/y
Sep 14,8:00pm,CNY,yellow,NBS Press Conference
Sep 14,8:00pm,CNY,yellow,Unemployment Rate
Sep 15,Tentative,EUR,yellow,German WPI m/m
Sep 15,12:30am,CHF,yellow,PPI m/m
Sep 15,2:00am,EUR,yellow,Italian Trade Balance
Sep 15,3:00am,EUR,yellow,Trade Balance
Sep 15,4:00am,EUR,yellow,German Buba Monthly Report
Sep 15,6:30am,CAD,yellow,Manufacturing Sales m/m
Sep 15,6:30am,CAD,yellow,Wholesale Sales m/m
Sep 15,6:30am,USD,orange,Empire State Manufacturing Index
Sep 15,4:45pm,NZD,yellow,FPI m/m
Sep 15,10:30pm,JPY,yellow,Tertiary Industry Activity m/m
Sep 16,12:00am,GBP,orange,Average Earnings Index 3m/y
Sep 16,12:00am,GBP,orange,Claimant Count Change
Sep 16,12:00am,GBP,yellow,Unemployment Rate
Sep 16,3:00am,EUR,orange,German ZEW Economic Sentiment
Sep 16,3:00am,EUR,yellow,Industrial Production m/m
Sep 16,3:00am,EUR,yellow,ZEW Economic Sentiment
Sep 16,6:15am,CAD,yellow,Housing Starts
Sep 16,6:30am,CAD,red,CPI m/m
Sep 16,6:30am,CAD,red,Median CPI y/y
Sep 16,6:30am,CAD,red,Trimmed CPI y/y
Sep 16,6:30am,CAD,orange,Common CPI y/y
Sep 16,6:30am,CAD,yellow,Core CPI m/m
Sep 16,6:30am,USD,red,Core Retail Sales m/m
Sep 16,6:30am,USD,red,Retail Sales m/m
Sep 16,6:30am,USD,yellow,Import Prices m/m
Sep 16,7:15am,USD,yellow,Capacity Utilization Rate
Sep 16,7:15am,USD,yellow,Industrial Production m/m
Sep 16,8:00am,USD,yellow,Business Inventories m/m
Sep 16,8:00am,USD,yellow,NAHB Housing Market Index
Sep 16,8:30am,AUD,yellow,CB Leading Index m/m
Sep 16,Tentative,NZD,yellow,GDT Price Index
Sep 16,2:30pm,USD,yellow,API Weekly Statistical Bulletin
Sep 16,4:45pm,NZD,yellow,Current Account
Sep 16,5:50pm,JPY,yellow,Trade Balance
Sep 16,6:30pm,AUD,yellow,MI Leading Index m/m
Sep 17,12:00am,GBP,red,CPI y/y
Sep 17,12:00am,GBP,yellow,Core CPI y/y
Sep 17,12:00am,GBP,yellow,PPI Input m/m
Sep 17,12:00am,GBP,yellow,PPI Output m/m
Sep 17,12:00am,GBP,yellow,RPI y/y
Sep 17,1:00am,CHF,yellow,SECO Economic Forecasts
Sep 17,2:30am,GBP,yellow,HPI y/y
Sep 17,3:00am,EUR,yellow,Final Core CPI y/y
Sep 17,3:00am,EUR,yellow,Final CPI y/y
Sep 17,Tentative,EUR,yellow,German 30-y Bond Auction
Sep 17,6:30am,CAD,yellow,Foreign Securities Purchases
Sep 17,6:30am,USD,yellow,Building Permits
Sep 17,6:30am,USD,yellow,Housing Starts
Sep 17,7:45am,CAD,red,BOC Rate Statement
Sep 17,7:45am,CAD,red,Overnight Rate
Sep 17,8:30am,CAD,red,BOC Press Conference
Sep 17,8:30am,USD,yellow,Crude Oil Inventories
Sep 17,12:00pm,USD,red,Federal Funds Rate
Sep 17,12:00pm,USD,red,FOMC Economic Projections
Sep 17,12:00pm,USD,red,FOMC Statement
Sep 17,12:30pm,USD,red,FOMC Press Conference
Sep 17,4:45pm,NZD,red,GDP q/q
Sep 17,5:50pm,JPY,yellow,Core Machinery Orders m/m
Sep 17,7:30pm,AUD,red,Employment Change
Sep 17,7:30pm,AUD,red,Unemployment Rate
Sep 17,Tentative,NZD,yellow,RBNZ Statement of Intent
Sep 18,12:00am,CHF,yellow,Trade Balance
Sep 18,Tentative,CNY,yellow,Foreign Direct Investment ytd/y
Sep 18,2:00am,EUR,yellow,Current Account
Sep 18,Tentative,EUR,yellow,Spanish 10-y Bond Auction
Sep 18,5:00am,GBP,red,Monetary Policy Summary
Sep 18,5:00am,GBP,red,MPC Official Bank Rate Votes
Sep 18,5:00am,GBP,red,Official Bank Rate
Sep 18,6:30am,USD,red,Unemployment Claims
Sep 18,6:30am,USD,orange,Philly Fed Manufacturing Index
Sep 18,8:00am,USD,yellow,CB Leading Index m/m
Sep 18,8:30am,USD,yellow,Natural Gas Storage
Sep 18,2:00pm,USD,yellow,TIC Long-Term Purchases
Sep 18,3:00pm,NZD,yellow,Westpac Consumer Sentiment
Sep 18,4:45pm,NZD,yellow,Trade Balance
Sep 18,5:01pm,GBP,yellow,GfK Consumer Confidence
Sep 18,5:30pm,JPY,yellow,National Core CPI y/y
Sep 18,Tentative,JPY,red,BOJ Policy Rate
Sep 18,Tentative,JPY,red,Monetary Policy Statement
Sep 18,9:00pm,NZD,yellow,Credit Card Spending y/y
Sep 18,Tentative,JPY,red,BOJ Press Conference
Sep 19,12:00am,EUR,yellow,German PPI m/m
Sep 19,12:00am,GBP,orange,Retail Sales m/m
Sep 19,12:00am,GBP,yellow,Public Sector Net Borrowing
Sep 19,All Day,EUR,yellow,Eurogroup Meetings
Sep 19,6:30am,CAD,orange,Core Retail Sales m/m
Sep 19,6:30am,CAD,orange,Retail Sales m/m
Sep 20,All Day,EUR,yellow,ECOFIN Meetings
Sep 21,7:00pm,CNY,orange,1-y Loan Prime Rate
Sep 21,7:00pm,CNY,orange,5-y Loan Prime Rate
Sep 22,6:30am,CAD,yellow,IPPI m/m
Sep 22,6:30am,CAD,yellow,RMPI m/m
Sep 22,8:00am,EUR,yellow,Consumer Confidence
Sep 22,5:00pm,AUD,yellow,Flash Manufacturing PMI
Sep 22,5:00pm,AUD,yellow,Flash Services PMI
Sep 22,All Day,JPY,gray,Bank Holiday
Sep 22,11:00pm,JPY,yellow,BOJ Core CPI y/y
Sep 23,1:15am,EUR,orange,French Flash Manufacturing PMI
Sep 23,1:15am,EUR,orange,French Flash Services PMI
Sep 23,1:30am,EUR,red,German Flash Manufacturing PMI
Sep 23,1:30am,EUR,red,German Flash Services PMI
Sep 23,2:00am,EUR,orange,Flash Manufacturing PMI
Sep 23,2:00am,EUR,orange,Flash Services PMI
Sep 23,2:30am,GBP,red,Flash Manufacturing PMI
Sep 23,2:30am,GBP,red,Flash Services PMI
Sep 23,4:00am,GBP,yellow,CBI Industrial Order Expectations
Sep 23,Tentative,GBP,yellow,30-y Bond Auction
Sep 23,6:30am,CAD,yellow,NHPI m/m
Sep 23,6:30am,USD,yellow,Current Account
Sep 23,7:45am,USD,red,Flash Manufacturing PMI
Sep 23,7:45am,USD,red,Flash Services PMI
Sep 23,8:00am,USD,orange,Existing Home Sales
Sep 23,8:00am,USD,orange,Richmond Manufacturing Index
Sep 23,2:30pm,USD,yellow,API Weekly Statistical Bulletin
Sep 23,6:30pm,JPY,yellow,Flash Manufacturing PMI
Sep 23,7:30pm,AUD,red,CPI y/y
Sep 24,2:00am,CHF,yellow,UBS Economic Expectations
Sep 24,2:00am,EUR,orange,German ifo Business Climate
Sep 24,7:00am,EUR,yellow,Belgian NBB Business Climate
Sep 24,8:00am,USD,orange,New Home Sales
Sep 24,8:30am,USD,yellow,Crude Oil Inventories
Sep 24,5:50pm,JPY,yellow,Monetary Policy Meeting Minutes
Sep 24,5:50pm,JPY,yellow,SPPI y/y
Sep 25,12:00am,EUR,yellow,German GfK Consumer Climate
Sep 25,1:30am,CHF,red,SNB Monetary Policy Assessment
Sep 25,1:30am,CHF,red,SNB Policy Rate
Sep 25,2:00am,CHF,red,SNB Press Conference
Sep 25,2:00am,EUR,yellow,ECB Economic Bulletin
Sep 25,2:00am,EUR,yellow,M3 Money Supply y/y
Sep 25,2:00am,EUR,yellow,Private Loans y/y
Sep 25,4:00am,GBP,yellow,CBI Realized Sales
Sep 25,6:30am,USD,red,Final GDP q/q
Sep 25,6:30am,USD,red,Unemployment Claims
Sep 25,6:30am,USD,orange,Core Durable Goods Orders m/m
Sep 25,6:30am,USD,orange,Durable Goods Orders m/m
Sep 25,6:30am,USD,orange,Final GDP Price Index q/q
Sep 25,6:30am,USD,yellow,Goods Trade Balance
Sep 25,6:30am,USD,yellow,Prelim Wholesale Inventories m/m
Sep 25,7:00am,CNY,yellow,CB Leading Index m/m
Sep 25,8:30am,USD,yellow,Natural Gas Storage
Sep 25,5:30pm,JPY,orange,Tokyo Core CPI y/y
Sep 26,6:30am,CAD,red,GDP m/m
Sep 26,6:30am,USD,red,Core PCE Price Index m/m
Sep 26,6:30am,USD,yellow,Personal Income m/m
Sep 26,6:30am,USD,yellow,Personal Spending m/m
Sep 26,8:00am,USD,orange,Revised UoM Consumer Sentiment
Sep 26,8:00am,USD,yellow,Revised UoM Inflation Expectations
Sep 26,All Day,AUD,red,Parliamentary Elections
Sep 27,10:00am,AUD,gray,Daylight Saving Time Shift
Sep 28,Tentative,CAD,yellow,Annual Budget Release
Sep 29,12:00am,GBP,yellow,Nationwide HPI m/m
Sep 29,12:30am,CHF,yellow,Retail Sales y/y
Sep 29,1:00am,EUR,orange,Spanish Flash CPI y/y
Sep 29,2:30am,GBP,yellow,M4 Money Supply m/m
Sep 29,2:30am,GBP,yellow,Mortgage Approvals
Sep 29,2:30am,GBP,yellow,Net Lending to Individuals m/m
Sep 29,8:00am,USD,orange,Pending Home Sales m/m
Sep 29,5:01pm,GBP,yellow,BRC Shop Price Index y/y
Sep 29,5:50pm,JPY,yellow,BOJ Summary of Opinions
Sep 29,5:50pm,JPY,yellow,Prelim Industrial Production m/m
Sep 29,5:50pm,JPY,yellow,Retail Sales y/y
Sep 29,6:00pm,NZD,yellow,ANZ Business Confidence
Sep 29,7:30pm,AUD,yellow,Building Approvals m/m
Sep 29,7:30pm,AUD,yellow,Private Sector Credit m/m
Sep 29,7:30pm,CNY,red,Manufacturing PMI
Sep 29,7:30pm,CNY,orange,Non-Manufacturing PMI
Sep 29,7:45pm,CNY,yellow,RatingDog Manufacturing PMI
Sep 29,10:30pm,AUD,red,Cash Rate
Sep 29,10:30pm,AUD,red,RBA Rate Statement
Sep 29,11:00pm,JPY,yellow,Housing Starts y/y
Sep 29,11:30pm,AUD,red,RBA Press Conference
Sep 30,12:00am,EUR,yellow,German Import Prices m/m
Sep 30,12:00am,EUR,yellow,German Retail Sales m/m
Sep 30,12:00am,GBP,yellow,Current Account
Sep 30,12:00am,GBP,yellow,Final GDP q/q
Sep 30,12:00am,GBP,yellow,Revised Business Investment q/q
Sep 30,12:29am,EUR,orange,German Prelim CPI m/m
Sep 30,12:45am,EUR,yellow,French Consumer Spending m/m
Sep 30,12:45am,EUR,yellow,French Prelim CPI m/m
Sep 30,1:00am,CHF,yellow,KOF Economic Barometer
Sep 30,1:55am,EUR,yellow,German Unemployment Change
Sep 30,3:00am,EUR,yellow,Italian Prelim CPI m/m
Sep 30,All Day,EUR,yellow,Italian 10-y Bond Auction
Sep 30,All Day,CAD,gray,Bank Holiday
Sep 30,7:00am,USD,yellow,HPI m/m
Sep 30,7:00am,USD,yellow,S&P/CS Composite-20 HPI y/y
Sep 30,7:45am,USD,yellow,Chicago PMI
Sep 30,8:00am,USD,red,JOLTS Job Openings
Sep 30,8:00am,USD,orange,CB Consumer Confidence
Sep 30,2:30pm,USD,yellow,API Weekly Statistical Bulletin
Sep 30,4:45pm,NZD,yellow,Building Consents m/m
Sep 30,5:50pm,JPY,yellow,Tankan Manufacturing Index
Sep 30,5:50pm,JPY,yellow,Tankan Non-Manufacturing Index
Sep 30,All Day,CNY,gray,Bank Holiday
Sep 30,6:30pm,JPY,yellow,Final Manufacturing PMI
Sep 30,10:00pm,JPY,yellow,Consumer Confidence
